Source,Destination,Shipment_Date,Weight,Volume,Equipment_Type,Carrier_Name,Freight_Rate,Shipment_ID,Service_Level,Temperature,Pickup_Date,Loading_Dock_Type,Shipment_Status,VIN,Payment_Terms,Commodity_Type,Distance,Driver_ID
Trichy,Ahmedabad,06-03-2026,10562 lbs,55 cu ft,FTL,Maersk Line,₹2448,SH100623,Urgent,No Temp Control,2024-01-15T08:30,Open Yard,In Transit,VIN 9990395,Freight Collect,Electronics,1200 kilometers,drv8696163
Delhi,Guwahati,06-03-2026,18087 lbs,68 cubic meters,Tanker,Swift Transport,3695,SH100624,Urgent,-10°F,2024-01-15T08:30,Lift Gate,On Hold,VIN 8570382,PPD,Electronics,400 kilometers,DRV 9459205
Ahmedabad,Hyderabad,March 6 2026,4243 lbs,13 cu ft,Tanker,Schneider National,"EUR 3,977",SH100625,Economy,2°C,Jan 15 2024,Loading Dock,Delayed,VIN8601800,Freight Collect,Textiles,800 KM,DRV 6856007
Varanasi,Nagpur,03-06-2026,9848 tons,47 m3,Flatbed,Landstar System,1533 USD,SH100626,Standard,+4C,2024-01-15T08:30,Open Yard,Delayed,vin4201987,Freight Prepaid,Plastic Goods,800 KM,DRV-8452813
Hyderabad,Ahmedabad,06-03-2026,9226 Ton,78 cu ft,Dry Van,Swift Transport,₹2933,SH100627,Urgent,35°F,01/15/2024,Forklift,Delayed,VIN-2286111,STC,Chemicals,300km,DRV9115929
Mumbai,Trichy,32/02/2026,6584 lbs,97 CBM,Dry Van,FedEx Freight,2553 USD,SH100628,Economy,No Temp Control,"January 15, 2024",Side Load,Picked Up,VIN8777740,COL,FMCG,1000kms,DRV7427906
Pune,Varanasi,Feb 6 2026,10055 tons,44 m3,FTL,Knight Transportation,3017,SH100629,Standard,8C,15-01-2024,Ramp,Delivered,VIN7763838,Prepaid,Machinery,250 km,DRV4750746
Varanasi,Pune,32/02/2026,10123 kg,63 cubic meters,fulltruck,Landstar System,3994,SH100630,Priority,No Temp Control,20240115,Side Load,Picked Up,VIN 5876763,STC,Machinery,800 KM,DRV8590054
Ranchi,Mumbai,06-03-2026,15579 lbs,21 cu ft,Full Truck Load,Maersk Line,₹3260,SH100631,Standard,+4C,15-01-2024,Loading Dock,Processing,VIN:3464916,Prepaid,FMCG,800 KM,DRIVER9920583
Patna,Hosur,06-03-2026,15425 lbs,53 m3,FTL,SWIFT TRANSPORT,"EUR 3,461",SH100632,Standard,20 °C,15-01-2024,Rear Load,Delayed,VIN 3635746,COL,Steel,1200 kilometers,DRV 5956620
Trichy,Nagpur,32/02/2026,15406 tons,34 CBM,fulltruck,SWIFT TRANSPORT,915,SH100633,Same Day,8C,15-01-2024,No Dock,Processing,VIN 3724192,PPD,FMCG,1200 kilometers,drv5799597
Delhi,Chennai,06-03-2026,3297 KG,65 CBM,LTL,FedEx Freight,2549,SH100634,Priority,35°F,15-01-2024,Side Load,Delivered,VIN-9440650,PPD,Agricultural Products,900 km,DRV 1451580
Trichy,Lucknow,06-03-2026,14336 Ton,37 CBM,Step Deck,Maersk Line,"₹2,819",SH100635,Premium,2°C,20240115,Ramp,Delivered,VIN:1049612,Freight Prepaid,FMCG,1200 kilometers,DRV 9413966
Pune,Varanasi,32/02/2026,12966 kg,63 CBM,Container,Swift Transport,$2383,SH100636,Urgent,40°F,20240115,Forklift,On Hold,vin8476522,COL,Machinery,900 km,DRV5134596
Patna,Chennai,March 6 2026,19289 lbs,97 cubic meters,Container,Maersk Line,"$3,073",SH100637,Standard,Ambient,15-01-2024,Ramp,Pending,VIN1332148,COL,Agricultural Products,800 KM,DRV-4873812
Noida,Surat,03-06-2026,13385 Ton,80 CBM,Lowboy,JB Hunt,"EUR 1,698",SH100638,Next Day,Cold,Jan 15 2024,Lift Gate,Cancelled,VIN:5323155,COL,Machinery,400 kilometers,DRV-6198385
Chandigarh,Kanpur,32/02/2026,7168 lbs,21 cu ft,Less Than Truckload,UPS Logistics,1002 USD,SH100639,Priority,No Temp Control,15-01-2024,Dock,Delivered,vin8722646,Freight Prepaid,Auto Parts,500km,DRV-4395616
Trichy,Chennai,March 6 2026,2101 Ton,73 m3,Reefer,SWIFT TRANSPORT,3345 USD,SH100640,Same Day,35°F,15-01-2024,No Dock,Cancelled,VIN 9856756,STC,Machinery,600 KM,DRIVER7726213
Chennai,Visakhapatnam,03-06-2026,19394 KG,66 cubic meters,Container,DHL Express,₹3450,SH100641,STD,No Temp Control,01/15/2024,Dock,Picked Up,VIN-2119943,PPD,Machinery,350 KM,DRV 6564444
Delhi,Vijayawada,03-06-2026,4986 Ton,70 cubic meters,Container,Maersk Line,2164 USD,SH100642,Next Day,5 °C,01/15/2024,Ramp,Delayed,VIN1634435,Collect,FMCG,700 km,DRIVER7721164
Pune,Varanasi,Feb 6 2026,9599 kg,95 CBM,Reefer,JB Hunt,2322 USD,SH100643,STD,35°F,Jan 15 2024,Dock,Delivered,VIN 1682378,Freight Collect,Steel,600 KM,DRIVER5640473
Ahmedabad,Gurgaon,06-03-2026,16657 Ton,15 cu ft,Tanker,Schneider National,"USD 2,108",SH100644,Express,40°F,01/15/2024,Lift Gate,Delayed,VIN:3105133,PPD,Machinery,300km,drv2160219
Jaipur,Gurgaon,32/02/2026,6478 kg,100 m3,LTL,SWIFT TRANSPORT,2036,SH100645,Overnight,-5C,15-01-2024,Loading Dock,Pending,VIN:4449965,Freight Prepaid,Machinery,600 KM,DRV 3954642
Coimbatore,Chennai,06-03-2026,4325 Ton,83 CBM,Tanker,Maersk Line,2698 USD,SH100646,Urgent,8C,01/15/2024,Lift Gate,Cancelled,vin5748012,PPD,Chemicals,700 km,DRIVER8335346
Delhi,Guwahati,03-06-2026,205 Ton,12 m3,Lowboy,Landstar System,"EUR 3,295",SH100647,Ground,No Temp Control,15-01-2024,Lift Gate,Delivered,VIN 2388181,Collect,Plastic Goods,450-km,DRIVER9901511
Visakhapatnam,Chandigarh,03-06-2026,6027 tons,89 CBM,FTL,Maersk Line,3628 USD,SH100648,Priority,+4C,20240115,Dock,Delayed,VIN6804261,PPD,Plastic Goods,1200 kilometers,DRV 8622075
Mumbai,Kanpur,06-03-2026,13605 kg,23 cubic meters,Flatbed,SWIFT TRANSPORT,"$3,135",SH100649,Standard,2C,15-01-2024,Forklift,On Hold,vin9454707,Collect,Chemicals,300km,DRV-3224834
Trichy,Chennai,06-03-2026,19474 tons,48 cubic meters,Full Truck Load,Schneider National,"EUR 1,622",SH100650,Economy,8C,15-01-2024,No Dock,Delivered,VIN:9579940,COL,Electronics,800 KM,DRV 9276254
Raipur,Vijayawada,03-06-2026,14837 kg,87 m3,FTL,JB Hunt,1415,SH100651,Priority,-10°F,2024-01-15T08:30,Dock,Processing,VIN4498570,Collect,Machinery,1000kms,DRV6862156
Noida,Surat,32/02/2026,8159 lbs,26 cubic meters,LTL,Schneider National,2866,SH100652,Same Day,8C,2024-01-15T08:30,Ramp,Processing,VIN-2424495,Collect,Plastic Goods,700 km,DRV7563449
Gurgaon,Chandigarh,March 6 2026,11686 tons,45 cu ft,Flatbed,Swift Transport,"USD 3,474",SH100653,STD,40°F,Jan 15 2024,Forklift,Cancelled,VIN 3061318,Freight Prepaid,Chemicals,900 km,DRIVER8772617
Vijayawada,Ahmedabad,06-03-2026,16705 kg,96 m3,LTL,Knight Transportation,2143,SH100654,Standard,5 °C,15-01-2024,Forklift,Pending,VIN 6554874,PPD,Furniture,800 KM,DRV7769685
Vijayawada,Ahmedabad,32/02/2026,11920 lbs,23 cubic meters,Step Deck,Ryder Logistics,$3887,SH100655,Ground,8C,2024-01-15T08:30,Dock,Picked Up,vin9173335,Prepaid,Agricultural Products,1000kms,drv9666270
Trichy,Chennai,06-03-2026,15683 tons,85 cu ft,Tanker,UPS Logistics,"$1,805",SH100656,Overnight,40°F,01/15/2024,Open Yard,Picked Up,VIN5787221,Freight Collect,Plastic Goods,600 KM,DRV 1048940
Trichy,Lucknow,06-03-2026,5611 kg,87 cu ft,Full Truck Load,Knight Transportation,USD 1471,SH100657,Next Day,2C,2024-01-15T08:30,Dock,In Transit,vin8395343,Freight Collect,Steel,500km,drv4891944
Coimbatore,Chennai,March 6 2026,6579 KG,46 cubic meters,Dry Van,Knight Transportation,2007 USD,SH100658,Next Day,8C,Jan 15 2024,Side Load,Delivered,VIN-5811291,Freight Collect,Chemicals,700 km,DRV 7119972
Ahmedabad,Chennai,06-03-2026,9732 lbs,74 m3,Step Deck,Maersk Line,3023 USD,SH100659,Overnight,Ambient,01/15/2024,Ramp,Delivered,VIN2364244,Prepaid,Machinery,600 KM,DRV1144777
Jaipur,Gurgaon,March 6 2026,13250 Ton,71 cu ft,fulltruck,Landstar System,EUR 1307,SH100660,Economy,20 °C,15-01-2024,Loading Dock,Pending,VIN-9989385,STC,Agricultural Products,900 km,drv2033275
Delhi,Guwahati,March 6 2026,809 tons,13 cu ft,Tanker,Maersk Line,"EUR 2,348",SH100661,STD,-10°F,2024-01-15T08:30,Dock,Processing,VIN-7464255,Freight Prepaid,Steel,400 kilometers,DRV-9730720
Bhopal,Ranchi,06-03-2026,14429 KG,62 cu ft,Flatbed,XPO Logistics,EUR 2041,SH100662,Overnight,-5C,20240115,Rear Load,Picked Up,VIN-8102254,Prepaid,FMCG,1200 kilometers,DRV6067308
Varanasi,Nagpur,Feb 6 2026,9646 tons,98 m3,Full Truck Load,Schneider National,"$3,206",SH100663,Ground,Cold,20240115,No Dock,Processing,vin2492604,Freight Collect,Chemicals,700 km,DRV 5354446
Ranchi,Cochi,Feb 6 2026,1380 Ton,12 m3,fulltruck,JB Hunt,1087,SH100664,Next Day,+4C,2024-01-15T08:30,Dock,On Hold,VIN 1972211,Freight Collect,Agricultural Products,700 km,DRV 8629338
Varanasi,Nagpur,Feb 6 2026,16968 lbs,47 CBM,Container,Knight Transportation,2519,SH100665,STD,+4C,01/15/2024,Loading Dock,On Hold,VIN9841975,STC,FMCG,800 KM,DRV-9178763
Patna,Chennai,06-03-2026,11944 lbs,71 cu ft,Full Truck Load,SWIFT TRANSPORT,"EUR 3,594",SH100666,Ground,2C,Jan 15 2024,Rear Load,Processing,VIN:6052936,COL,Steel,300km,DRV 7334057
Trichy,Lucknow,06-03-2026,11507 kg,70 cubic meters,Flatbed,FedEx Freight,2953 USD,SH100667,Standard,+4C,15-01-2024,Side Load,Picked Up,VIN-7691210,Freight Collect,Chemicals,250 km,DRV 8694667
Noida,Hosur,06-03-2026,3484 kg,10 m3,Step Deck,Landstar System,"EUR 1,798",SH100668,Premium,-10°F,Jan 15 2024,Forklift,On Hold,VIN:1057704,Freight Prepaid,Auto Parts,350 KM,DRV-1889328
Chandigarh,Ahmedabad,March 6 2026,771 lbs,93 CBM,LTL,Schneider National,"EUR 3,250",SH100669,Premium,20 °C,Jan 15 2024,Forklift,Delayed,VIN-4783424,Collect,Furniture,600 KM,DRIVER3848183
Coimbatore,Chennai,06-03-2026,4595 KG,72 m3,Tanker,FedEx Freight,1968 USD,SH100670,Standard,Frozen,20240115,Rear Load,On Hold,VIN-9030463,Freight Collect,Electronics,400 kilometers,DRV-5651913
Chandigarh,Kanpur,32/02/2026,10720 tons,78 cubic meters,Lowboy,FedEx Freight,$1724,SH100671,Standard,-10°F,15-01-2024,Lift Gate,Delayed,VIN 7891066,Collect,Auto Parts,400 kilometers,drv1571270
Ahmedabad,Ranchi,Feb 6 2026,5345 KG,67 cubic meters,Dry Van,Swift Transport,2412,SH100672,Overnight,No Temp Control,"January 15, 2024",Rear Load,Delayed,VIN6485366,COL,FMCG,900 km,DRV 4232478
Delhi,Vijayawada,03-06-2026,17870 kg,78 cubic meters,Step Deck,DHL Express,3819,SH100673,Economy,Cold,Jan 15 2024,Side Load,In Transit,VIN1014910,Prepaid,Plastic Goods,500km,DRV-2013210
Delhi,Chennai,06-03-2026,634 tons,21 m3,Flatbed,XPO Logistics,2933 USD,SH100674,Next Day,2C,15-01-2024,Side Load,On Hold,vin3507984,Freight Prepaid,Steel,700 km,DRV 9091437
Indore,Chennai,06-03-2026,12789 KG,76 CBM,Full Truck Load,DHL Express,1357 USD,SH100675,Next Day,Cold,20240115,Rear Load,Picked Up,VIN 2594731,Prepaid,Pharma,400 kilometers,DRV 5384839
Jaipur,Gurgaon,32/02/2026,1458 kg,50 CBM,Full Truck Load,Schneider National,1192 USD,SH100676,Priority,-5C,Jan 15 2024,Side Load,Cancelled,VIN:8880268,Collect,Machinery,600 KM,DRV8821386
Delhi,Vijayawada,Feb 6 2026,11355 Ton,70 CBM,Container,Knight Transportation,3764 USD,SH100677,Standard,-10°F,01/15/2024,No Dock,Processing,VIN:1386007,Freight Prepaid,Furniture,700 km,DRV 3752836
Pune,Varanasi,03-06-2026,1199 tons,46 m3,Container,Schneider National,"₹2,992",SH100678,Urgent,20 °C,15-01-2024,Open Yard,Cancelled,VIN:6095107,Freight Prepaid,Auto Parts,1000kms,DRIVER3323696
Patna,Chennai,Feb 6 2026,1651 tons,44 m3,Reefer,FedEx Freight,"$1,832",SH100679,Next Day,Cold,15-01-2024,Loading Dock,On Hold,VIN:6725317,Freight Prepaid,Chemicals,300km,DRV-9952760
Trichy,Lucknow,03-06-2026,15112 KG,3 cu ft,Dry Van,UPS Logistics,"EUR 3,135",SH100680,Economy,5 °C,2024-01-15T08:30,Open Yard,Pending,VIN1462786,Freight Collect,Machinery,1200 kilometers,DRV 3282828
Bhopal,Ranchi,03-06-2026,9736 Ton,32 m3,Tanker,FedEx Freight,"₹1,591",SH100681,Same Day,20 °C,Jan 15 2024,No Dock,On Hold,VIN6247138,COL,Plastic Goods,500km,DRV6429828
Patna,Chennai,Feb 6 2026,15699 Ton,60 cu ft,Flatbed,XPO Logistics,1721 USD,SH100682,Economy,2°C,2024-01-15T08:30,Open Yard,Picked Up,VIN:7236370,Freight Prepaid,Agricultural Products,300km,DRV5720125
Trichy,Chennai,06-03-2026,13877 kg,63 cu ft,Flatbed,SWIFT TRANSPORT,$2168,SH100683,Next Day,8C,15-01-2024,Lift Gate,Cancelled,vin3409144,STC,Auto Parts,250 km,DRV 6302327
Ahmedabad,Hyderabad,32/02/2026,7986 kg,85 CBM,Dry Van,JB Hunt,3926,SH100684,Express,Ambient,Jan 15 2024,Ramp,Delayed,vin8228288,Prepaid,Steel,350 KM,DRV2201345
Chennai,Hyderabad,32/02/2026,7798 lbs,67 CBM,LTL,FedEx Freight,"₹1,869",SH100685,Economy,8C,20240115,Lift Gate,Pending,VIN:1868279,Prepaid,Furniture,600 KM,DRIVER8930154
Trichy,Chennai,Feb 6 2026,11581 tons,80 m3,Tanker,XPO Logistics,3859 USD,SH100686,STD,Cold,2024-01-15T08:30,No Dock,Delivered,VIN 9693090,Collect,Chemicals,250 km,drv6054489
Noida,Hosur,06-03-2026,7856 lbs,68 cubic meters,Container,Ryder Logistics,"₹1,567",SH100687,Same Day,20 °C,2024-01-15T08:30,No Dock,Delayed,VIN:9298037,COL,Electronics,350 KM,DRIVER8169283
Madurai,Noida,06-03-2026,16324 lbs,13 cu ft,Flatbed,XPO Logistics,₹3703,SH100688,Urgent,No Temp Control,"January 15, 2024",Side Load,Delayed,VIN-6321527,PPD,Furniture,900 km,drv3880745
Chennai,Visakhapatnam,06-03-2026,12710 Ton,92 CBM,Step Deck,Landstar System,"EUR 1,299",SH100689,STD,-10°F,2024-01-15T08:30,Ramp,Processing,VIN 2273541,PPD,Chemicals,800 KM,DRV-2636580
Ranchi,Mumbai,Feb 6 2026,4422 Ton,52 cubic meters,Step Deck,Knight Transportation,"EUR 1,957",SH100690,Priority,+4C,15-01-2024,Rear Load,Processing,VIN-2266636,Freight Prepaid,Electronics,600 KM,DRV 7166193
Ranchi,Cochi,32/02/2026,4526 kg,82 cubic meters,Flatbed,Landstar System,1791 USD,SH100691,Priority,-10°F,15-01-2024,Lift Gate,On Hold,VIN4081592,COL,Machinery,250 km,DRV8120730
Ranchi,Cochi,06-03-2026,19707 lbs,71 m3,FTL,FedEx Freight,3644 USD,SH100692,Priority,Cold,01/15/2024,Rear Load,Pending,vin7811656,Freight Collect,Agricultural Products,1200 kilometers,DRIVER6037471
Bhopal,Ranchi,Feb 6 2026,7198 lbs,31 m3,fulltruck,Landstar System,EUR 3798,SH100693,Priority,-5C,Jan 15 2024,No Dock,On Hold,VIN-3026760,Prepaid,FMCG,700 km,DRV-4732518
Varanasi,Pune,March 6 2026,7675 Ton,98 CBM,Full Truck Load,SWIFT TRANSPORT,3026,SH100694,Economy,8C,15-01-2024,Lift Gate,Cancelled,VIN9940474,Freight Collect,FMCG,600 KM,DRV 9182754
Delhi,Guwahati,Feb 6 2026,18232 KG,85 cu ft,Tanker,Maersk Line,"$3,638",SH100695,STD,Cold,20240115,Loading Dock,Delivered,VIN 6326461,STC,Machinery,800 KM,DRV7423946
Mumbai,Trichy,March 6 2026,17221 tons,30 cu ft,Full Truck Load,Ryder Logistics,$2223,SH100696,Premium,2C,2024-01-15T08:30,Loading Dock,Pending,VIN:6170873,COL,Textiles,350 KM,DRV2461536
Bhopal,Ranchi,Feb 6 2026,15742 tons,57 CBM,Lowboy,Schneider National,"EUR 3,017",SH100697,Standard,Frozen,15-01-2024,Forklift,On Hold,VIN4046870,Prepaid,Pharma,500km,DRV 4551243
Bhopal,Ranchi,03-06-2026,14588 KG,89 cu ft,Lowboy,Knight Transportation,2832,SH100698,Premium,40°F,20240115,Forklift,Delayed,VIN-5258287,Prepaid,Chemicals,700 km,DRV3205620
Cochi,Chandigarh,Feb 6 2026,368 lbs,9 CBM,Flatbed,Swift Transport,2998,SH100699,Overnight,Cold,20240115,No Dock,Pending,vin8162475,PPD,Steel,300km,DRV-4974376
Indore,Vijayawada,Feb 6 2026,1382 kg,69 m3,fulltruck,JB Hunt,EUR 3040,SH100700,STD,Frozen,20240115,Ramp,Picked Up,VIN 7783863,PPD,FMCG,400 kilometers,DRV 1684744
Chennai,Visakhapatnam,32/02/2026,12471 KG,99 m3,Container,Maersk Line,3549 USD,SH100701,Same Day,Frozen,15-01-2024,Lift Gate,Picked Up,VIN-1259574,Freight Prepaid,Auto Parts,700 km,DRV 2771271
Visakhapatnam,Chandigarh,06-03-2026,14891 lbs,1 CBM,Lowboy,Schneider National,1561 USD,SH100702,Next Day,2C,2024-01-15T08:30,Dock,Delivered,VIN1178946,Prepaid,FMCG,350 KM,DRV-8100286
Delhi,Chennai,32/02/2026,672 Ton,66 cu ft,Flatbed,JB Hunt,1507 USD,SH100703,Priority,5 °C,2024-01-15T08:30,Lift Gate,Processing,VIN-2004342,Prepaid,Steel,250 km,DRV-8389193
Chandigarh,Kanpur,03-06-2026,3025 KG,16 m3,Full Truck Load,Knight Transportation,2387,SH100704,Standard,2C,"January 15, 2024",Forklift,Delivered,VIN-7468513,Collect,Chemicals,250 km,DRV-8793415
Mumbai,Chennai,32/02/2026,16447 KG,70 CBM,Tanker,DHL Express,1748,SH100705,Priority,8C,Jan 15 2024,Ramp,Delayed,VIN-6849000,Collect,Auto Parts,450-km,DRV-4719833
Bhopal,Chennai,06-03-2026,2717 KG,5 cu ft,Full Truck Load,Swift Transport,EUR 3981,SH100706,Urgent,5 °C,2024-01-15T08:30,Ramp,On Hold,VIN:9121137,Freight Collect,Auto Parts,600 KM,DRV-5651575
Indore,Nagpur,06-03-2026,16337 lbs,44 CBM,Tanker,DHL Express,$3551,SH100707,Priority,-10°F,15-01-2024,Side Load,In Transit,vin4828578,COL,Auto Parts,1200 kilometers,drv6246668
Chandigarh,Ahmedabad,03-06-2026,17946 tons,57 CBM,Reefer,XPO Logistics,2504,SH100708,Next Day,Frozen,20240115,No Dock,On Hold,VIN4638034,Prepaid,Steel,900 km,DRV-8757703
Ahmedabad,Gurgaon,Feb 6 2026,4022 Ton,85 cubic meters,FTL,SWIFT TRANSPORT,1689,SH100709,Ground,35°F,20240115,No Dock,Delivered,VIN-6551870,Collect,Agricultural Products,400 kilometers,DRV-2408616
Varanasi,Nagpur,March 6 2026,18935 lbs,66 CBM,fulltruck,FedEx Freight,3162 USD,SH100710,Economy,+4C,15-01-2024,Open Yard,On Hold,VIN5470202,COL,Furniture,500km,DRV6737673
Nagpur,Delhi,03-06-2026,11307 lbs,24 m3,Flatbed,FedEx Freight,2602,SH100711,Next Day,Frozen,"January 15, 2024",Lift Gate,Processing,VIN4395912,STC,Plastic Goods,250 km,DRV 2962281
Delhi,Chennai,Feb 6 2026,8118 kg,51 CBM,Dry Van,Landstar System,2020 USD,SH100712,Premium,5 °C,20240115,Open Yard,Processing,VIN8166674,Freight Prepaid,Machinery,450-km,DRV 2124511
Ahmedabad,Hyderabad,32/02/2026,371 kg,1 m3,Step Deck,JB Hunt,"₹1,215",SH100713,Overnight,+4C,"January 15, 2024",Open Yard,In Transit,VIN:2250432,PPD,Auto Parts,400 kilometers,drv9027533
Delhi,Chennai,06-03-2026,5462 kg,79 cubic meters,Less Than Truckload,Maersk Line,USD 916,SH100714,Premium,Frozen,20240115,No Dock,Delivered,VIN 5459246,Freight Prepaid,FMCG,300km,DRV7618309
Varanasi,Pune,06-03-2026,7971 kg,51 cubic meters,Tanker,FedEx Freight,3094 USD,SH100715,Express,Ambient,Jan 15 2024,Rear Load,In Transit,VIN-8291749,PPD,Electronics,800 KM,drv7821416
Delhi,Guwahati,03-06-2026,13344 tons,73 m3,Full Truck Load,Swift Transport,3578 USD,SH100716,Ground,2°C,15-01-2024,Side Load,Delivered,VIN-4059083,Freight Collect,Steel,300km,drv9075736
Varanasi,Pune,32/02/2026,16015 tons,72 m3,Step Deck,JB Hunt,$2740,SH100717,Priority,Ambient,Jan 15 2024,Rear Load,Picked Up,vin8146062,COL,Furniture,500km,drv8257544
Patna,Chennai,03-06-2026,10077 lbs,29 cu ft,Lowboy,Schneider National,"$2,175",SH100718,Same Day,2C,15-01-2024,Open Yard,Cancelled,VIN-2015929,Freight Collect,Chemicals,1000kms,DRV6329597
Trichy,Lucknow,March 6 2026,14336 KG,83 m3,Full Truck Load,Knight Transportation,3073,SH100719,Economy,35°F,2024-01-15T08:30,No Dock,Processing,VIN 7486446,Freight Collect,Plastic Goods,400 kilometers,drv8732335
Trichy,Nagpur,32/02/2026,2725 Ton,96 cu ft,Lowboy,UPS Logistics,2699 USD,SH100720,Ground,40°F,"January 15, 2024",Dock,Delivered,VIN:3431952,PPD,Pharma,500km,DRV9065505
Ahmedabad,Ranchi,06-03-2026,12618 kg,81 CBM,fulltruck,XPO Logistics,USD 1682,SH100721,Ground,-10°F,15-01-2024,Loading Dock,On Hold,VIN:1079139,Prepaid,Auto Parts,1000kms,DRV-8462715
Gurgaon,Chandigarh,32/02/2026,2145 Ton,70 cubic meters,Reefer,JB Hunt,"$1,760",SH100722,Standard,Ambient,01/15/2024,Side Load,Picked Up,vin2298796,Collect,FMCG,700 km,drv4506633
Surat,Hosur,06-03-2026,5828 kg,82 cu ft,FTL,Swift Transport,"USD 2,627",SH100723,Economy,8C,2024-01-15T08:30,No Dock,Cancelled,VIN-4507017,Freight Prepaid,Steel,700 km,DRIVER5901394
Chennai,Hyderabad,06-03-2026,14020 kg,20 m3,FTL,Ryder Logistics,"₹3,393",SH100724,Next Day,2C,20240115,Side Load,In Transit,VIN9052005,Freight Collect,Steel,400 kilometers,DRV 5321330
Indore,Chennai,06-03-2026,18177 kg,5 m3,Container,SWIFT TRANSPORT,"USD 1,828",SH100725,Express,-10°F,Jan 15 2024,Ramp,Delivered,VIN 5646865,COL,Auto Parts,800 KM,DRV 3269762
Noida,Hosur,06-03-2026,13747 kg,22 cu ft,Dry Van,Knight Transportation,1583 USD,SH100726,Premium,20 °C,01/15/2024,Dock,On Hold,VIN-1230340,Prepaid,Machinery,350 KM,DRV9798416
Indore,Nagpur,32/02/2026,18450 KG,4 cubic meters,Lowboy,Ryder Logistics,"EUR 3,634",SH100727,Same Day,No Temp Control,15-01-2024,Open Yard,Picked Up,VIN 2289721,STC,Textiles,300km,DRV6237671
Delhi,Guwahati,06-03-2026,9753 Ton,95 cu ft,Full Truck Load,SWIFT TRANSPORT,1615,SH100728,Ground,8C,01/15/2024,Rear Load,On Hold,VIN:5727532,STC,Furniture,800 KM,drv1259817
Ranchi,Mumbai,Feb 6 2026,15678 tons,14 cubic meters,FTL,SWIFT TRANSPORT,1667 USD,SH100729,Standard,40°F,"January 15, 2024",Open Yard,On Hold,VIN-6258875,STC,Chemicals,350 KM,DRIVER8520114
Chennai,Visakhapatnam,06-03-2026,1603 tons,11 m3,Full Truck Load,Ryder Logistics,2910 USD,SH100730,Priority,-10°F,"January 15, 2024",Ramp,Pending,VIN-5857876,PPD,Machinery,500km,DRV-9309048
Pune,Varanasi,Feb 6 2026,14502 KG,26 m3,Container,Schneider National,₹2217,SH100731,STD,Frozen,01/15/2024,Open Yard,In Transit,VIN8885841,PPD,Agricultural Products,300km,DRV-2576212
Ahmedabad,Ranchi,06-03-2026,15887 lbs,60 cu ft,Tanker,Knight Transportation,$1116,SH100732,STD,5 °C,01/15/2024,Open Yard,Delivered,VIN-8604723,Collect,Furniture,1000kms,DRIVER6256966
Indore,Chennai,32/02/2026,6841 kg,39 cu ft,Less Than Truckload,UPS Logistics,"$1,918",SH100733,Ground,35°F,Jan 15 2024,Lift Gate,Cancelled,VIN7792990,Freight Collect,Electronics,350 KM,DRV 1082682
Hyderabad,Visakhapatnam,Feb 6 2026,18029 kg,92 cubic meters,Flatbed,Maersk Line,"USD 3,294",SH100734,STD,Cold,15-01-2024,Open Yard,Picked Up,VIN 5074269,PPD,Pharma,900 km,drv6156845
Trichy,Nagpur,06-03-2026,17309 lbs,84 cubic meters,Reefer,XPO Logistics,3890,SH100735,Premium,No Temp Control,"January 15, 2024",Lift Gate,Cancelled,VIN9094249,PPD,Pharma,500km,DRV9204416
Chandigarh,Ahmedabad,06-03-2026,12855 lbs,69 cubic meters,Lowboy,Ryder Logistics,EUR 2746,SH100736,Overnight,Frozen,01/15/2024,Ramp,Pending,VIN7796690,Collect,Furniture,800 KM,DRV1907192
Indore,Nagpur,03-06-2026,11600 Ton,28 cu ft,Full Truck Load,FedEx Freight,1223 USD,SH100737,Premium,Cold,15-01-2024,Loading Dock,Processing,VIN 1871514,PPD,Steel,500km,DRIVER3705045
Trichy,Ahmedabad,06-03-2026,1451 tons,75 cubic meters,FTL,Landstar System,1762 USD,SH100738,Premium,40°F,Jan 15 2024,Loading Dock,On Hold,VIN:6712377,COL,Chemicals,450-km,DRV-6803680
Ahmedabad,Ranchi,06-03-2026,9295 lbs,16 m3,Flatbed,Knight Transportation,"$2,080",SH100739,Ground,+4C,Jan 15 2024,Rear Load,Processing,vin7418487,STC,Machinery,800 KM,DRIVER1409754
Coimbatore,Chennai,Feb 6 2026,15126 tons,3 m3,Tanker,Swift Transport,1817,SH100740,Urgent,20 °C,15-01-2024,Forklift,Pending,VIN 1482316,Collect,Steel,350 KM,DRV8214729
Indore,Chennai,March 6 2026,3188 Ton,63 m3,Flatbed,JB Hunt,2679,SH100741,Express,-5C,15-01-2024,Open Yard,Cancelled,VIN 9406589,Collect,Machinery,350 KM,DRV-8432398
Indore,Ranchi,Feb 6 2026,10663 kg,49 m3,Step Deck,Landstar System,3878,SH100742,Overnight,No Temp Control,15-01-2024,Side Load,Delivered,vin1530758,PPD,Pharma,400 kilometers,drv7790434
Delhi,Guwahati,06-03-2026,15468 lbs,96 cu ft,Step Deck,JB Hunt,"$1,546",SH100743,Standard,2°C,01/15/2024,Ramp,In Transit,VIN 8246015,Freight Prepaid,Agricultural Products,450-km,DRV3341810
Ahmedabad,Gurgaon,32/02/2026,17484 tons,78 cubic meters,Full Truck Load,Knight Transportation,$3193,SH100744,Overnight,+4C,01/15/2024,Ramp,Processing,VIN:4804673,PPD,Chemicals,500km,drv1387814
